,insiderthreat,vector,date,user,source,action
7369,1,0,1293667200,931,956,826
7370,1,1,1293667200,931,956,134
7371,1,0,1293667200,931,956,826
7372,1,0,1293667200,931,956,760
7373,1,0,1293667200,931,956,760
7374,1,1,1293667200,931,956,134
7375,1,0,1293667200,931,956,693
7376,1,0,1293667200,931,956,826
7377,1,0,1294012800,931,956,1403
7378,1,0,1294099200,931,956,749
7379,1,0,1294099200,931,956,760
7380,1,0,1294099200,931,956,760
7381,1,0,1294099200,931,956,760
7382,1,0,1294099200,931,956,693
7383,1,0,1294185600,931,956,826
7384,1,0,1294185600,931,956,760
7385,1,0,1294185600,931,956,760
7386,1,0,1294185600,931,956,1403
7387,1,0,1294185600,931,956,760
7388,1,0,1294272000,931,956,760
7389,1,0,1294272000,931,956,760
7390,1,0,1294272000,931,956,826
7391,1,0,1294272000,931,956,760
7392,1,0,1294272000,931,956,760
7393,1,0,1294272000,931,956,760
7394,1,0,1294272000,931,956,826
7395,1,0,1294358400,931,956,203
7396,1,0,1294358400,931,956,826
7397,1,0,1294358400,931,956,749
7398,1,0,1294358400,931,956,826
7399,1,0,1294358400,931,956,693
7400,1,0,1294358400,931,956,760
7401,1,0,1294617600,931,956,826
7402,1,0,1294617600,931,956,749
7403,1,0,1294617600,931,956,693
7404,1,1,1294704000,931,956,134
7405,1,0,1294704000,931,956,760
7406,1,1,1294704000,931,956,134
7407,1,1,1294704000,931,956,134
7408,1,0,1294790400,931,956,826
7409,1,0,1294790400,931,956,826
7410,1,0,1294790400,931,956,826
7411,1,0,1294790400,931,956,760
7412,1,0,1294790400,931,956,760
7413,1,1,1294790400,931,956,134
7414,1,0,1294790400,931,956,760
7415,1,0,1294876800,931,956,693
7416,1,0,1294876800,931,956,693
7417,1,0,1294876800,931,956,693
7418,1,0,1294876800,931,956,826
7419,1,0,1294876800,931,956,760
7420,1,0,1294876800,931,956,760
7421,1,0,1294963200,931,956,826
7422,1,0,1294963200,931,956,760
7423,1,0,1294963200,931,956,693
7424,1,0,1294963200,931,956,693
7425,1,0,1294963200,931,956,826
7426,1,0,1294963200,931,956,826
7427,1,0,1294963200,931,956,880
7428,1,1,1294963200,931,956,134
7429,1,1,1294963200,931,956,134
7430,1,0,1294963200,931,956,760
7431,1,0,1294963200,931,956,1403
7432,1,0,1295222400,931,956,760
7433,1,0,1295222400,931,956,693
7434,1,0,1295222400,931,956,749
7435,1,0,1295222400,931,956,760
7436,1,0,1295222400,931,956,760
7437,1,0,1295222400,931,956,749
7438,1,0,1295222400,931,956,693
7439,1,0,1295222400,931,956,826
7440,1,0,1295222400,931,956,760
7441,1,0,1295222400,931,956,760
7442,1,0,1295308800,931,956,826
7443,1,0,1295308800,931,956,826
7444,1,0,1295308800,931,956,760
7445,1,0,1295308800,931,956,1140
7446,1,0,1295308800,931,956,693
7447,1,0,1295395200,931,956,826
7448,1,2,1295481600,931,956,111
7449,1,2,1295481600,931,956,-1
7450,1,2,1295481600,931,956,111
7451,1,2,1295481600,931,956,-1
7452,1,2,1295481600,931,956,111
7453,1,2,1295481600,931,956,-1
7454,1,2,1295481600,931,956,111
7455,1,2,1295481600,931,956,-1
7456,1,2,1295481600,931,956,111
7457,1,2,1295481600,931,956,-1
7458,1,2,1295481600,931,956,111
7459,1,2,1295481600,931,956,-1
7460,1,2,1295481600,931,956,111
7461,1,2,1295481600,931,956,-1
7462,1,2,1295481600,931,956,111
7463,1,2,1295481600,931,956,-1
7464,1,2,1296172800,931,956,111
7465,1,2,1296172800,931,956,-1
7466,1,2,1296172800,931,956,111
7467,1,2,1296172800,931,956,-1
7468,1,2,1296172800,931,956,111
7469,1,2,1296172800,931,956,-1
7470,1,2,1296172800,931,956,111
7471,1,2,1296172800,931,956,-1
7472,1,2,1296172800,931,956,111
7473,1,2,1296172800,931,956,-1
7474,1,2,1296172800,931,956,111
7475,1,2,1296172800,931,956,-1
7476,1,2,1296432000,931,956,111
7477,1,2,1296432000,931,956,-1
7478,1,2,1296432000,931,956,111
7479,1,2,1296432000,931,956,-1
7480,1,2,1296432000,931,956,111
7481,1,2,1296432000,931,956,-1
7482,1,2,1296432000,931,956,111
7483,1,2,1296432000,931,956,-1
7484,1,2,1296432000,931,956,111
7485,1,2,1296432000,931,956,-1
7486,1,2,1296518400,931,956,111
7487,1,2,1296518400,931,956,-1
7488,1,2,1296518400,931,956,111
7489,1,2,1296518400,931,956,-1
7490,1,2,1296518400,931,956,111
7491,1,2,1296518400,931,956,-1
7492,1,2,1296518400,931,956,111
7493,1,2,1296518400,931,956,-1
7494,1,2,1296518400,931,956,111
7495,1,2,1296518400,931,956,-1
7496,1,2,1296518400,931,956,111
7497,1,2,1296518400,931,956,-1
7498,1,2,1296691200,931,956,111
7499,1,2,1296691200,931,956,-1
7500,1,1,1296691200,931,956,74
7501,1,1,1296691200,929,776,74
7502,1,2,1296691200,931,956,111
7503,1,2,1296691200,931,956,-1
7504,1,2,1296691200,931,956,111
7505,1,2,1296691200,931,956,-1
7506,1,2,1296691200,931,956,111
7507,1,2,1296691200,931,956,-1
7508,1,2,1296777600,931,956,111
7509,1,2,1296777600,931,956,-1
7510,1,2,1296777600,931,956,111
7511,1,2,1296777600,931,956,-1
7512,1,2,1296777600,931,956,111
7513,1,2,1296777600,931,956,-1
7514,1,2,1296777600,931,956,111
7515,1,2,1296777600,931,956,-1
7516,1,2,1296777600,931,956,111
7517,1,2,1296777600,931,956,-1
7518,1,2,1297900800,931,956,111
7519,1,2,1297900800,931,956,-1
7520,1,2,1297900800,931,956,111
7521,1,2,1297900800,931,956,-1
7522,1,2,1297900800,931,956,111
7523,1,2,1297900800,931,956,-1
7524,1,2,1297900800,931,956,111
7525,1,2,1297900800,931,956,-1
7526,1,0,1287360000,3,983,760
7527,1,0,1287360000,3,983,693
7528,1,0,1287360000,3,983,693
7529,1,0,1287360000,3,983,760
7530,1,0,1287360000,3,983,880
7531,1,0,1287360000,3,983,409
7532,1,0,1287446400,3,983,1140
7533,1,0,1287446400,3,983,693
7534,1,0,1287446400,3,983,760
7535,1,0,1287532800,3,983,749
7536,1,0,1287532800,3,983,674
7537,1,0,1287532800,3,983,693
7538,1,0,1287619200,3,983,749
7539,1,0,1287705600,3,983,826
7540,1,0,1287705600,3,983,760
7541,1,1,1287705600,3,983,139
7542,1,0,1287705600,3,983,826
7543,1,0,1287705600,3,983,826
7544,1,0,1287705600,3,983,826
7545,1,0,1287964800,3,983,749
7546,1,0,1287964800,3,983,760
7547,1,0,1287964800,3,983,693
7548,1,0,1287964800,3,983,1140
7549,1,0,1287964800,3,983,826
7550,1,0,1287964800,3,983,693
7551,1,0,1287964800,3,983,826
7552,1,0,1287964800,3,983,285
7553,1,0,1287964800,3,983,826
7554,1,0,1288051200,3,983,760
7555,1,0,1288051200,3,983,826
7556,1,0,1288051200,3,983,693
7557,1,0,1288051200,3,983,1403
7558,1,0,1288051200,3,983,826
7559,1,0,1288051200,3,983,749
7560,1,0,1288051200,3,983,826
7561,1,0,1288051200,3,983,760
7562,1,1,1288137600,3,983,139
7563,1,0,1288137600,3,983,693
7564,1,0,1288137600,3,983,1140
7565,1,0,1288137600,3,983,826
7566,1,0,1288137600,3,983,880
7567,1,1,1288137600,3,983,139
7568,1,0,1288137600,3,983,1140
7569,1,0,1288137600,3,983,760
7570,1,0,1288137600,3,983,409
7571,1,0,1288137600,3,983,760
7572,1,0,1288137600,3,983,760
7573,1,0,1288224000,3,983,693
7574,1,0,1288224000,3,983,826
7575,1,0,1288310400,3,983,1140
7576,1,0,1288310400,3,983,760
7577,1,0,1288310400,3,983,760
7578,1,0,1288310400,3,983,826
7579,1,0,1288310400,3,983,1140
7580,1,0,1288310400,3,983,760
7581,1,0,1288310400,3,983,760
7582,1,0,1288569600,3,983,760
7583,1,0,1288569600,3,983,749
7584,1,0,1288569600,3,983,760
7585,1,0,1288569600,3,983,826
7586,1,0,1288569600,3,983,760
7587,1,0,1288569600,3,983,1403
7588,1,0,1288569600,3,983,826
7589,1,0,1288569600,3,983,693
7590,1,1,1288569600,3,983,139
7591,1,0,1288569600,3,983,760
7592,1,0,1288656000,3,983,760
7593,1,1,1288656000,3,983,139
7594,1,0,1288656000,3,983,760
7595,1,0,1288742400,3,983,693
7596,1,0,1288742400,3,983,760
7597,1,0,1288742400,3,983,1403
7598,1,0,1288742400,3,983,336
7599,1,0,1288828800,3,983,760
7600,1,0,1288828800,3,983,693
7601,1,0,1288915200,3,983,760
7602,1,0,1288915200,3,983,760
7603,1,1,1288915200,3,983,139
7604,1,0,1288915200,3,983,760
7605,1,0,1288915200,3,983,826
7606,1,0,1288915200,3,983,880
7607,1,0,1288915200,3,983,760
7608,1,0,1288915200,3,983,826
7609,1,0,1289174400,3,983,749
7610,1,0,1289174400,3,983,760
7611,1,1,1289174400,3,983,139
7612,1,1,1289174400,3,983,139
7613,1,0,1289174400,3,983,760
7614,1,1,1289174400,3,983,139
7615,1,0,1289174400,3,983,1140
7616,1,0,1289174400,3,983,1140
7617,1,0,1289260800,3,983,693
7618,1,0,1289260800,3,983,693
7619,1,0,1289260800,3,983,693
7620,1,0,1289260800,3,983,760
7621,1,0,1289347200,3,983,760
7622,1,0,1289347200,3,983,826
7623,1,0,1289347200,3,983,760
7624,1,0,1289347200,3,983,749
7625,1,0,1289347200,3,983,760
7626,1,0,1289347200,3,983,1032
7627,1,0,1289347200,3,983,1403
7628,1,0,1289433600,3,983,749
7629,1,0,1289520000,3,983,880
7630,1,0,1289520000,3,983,826
7631,1,0,1289520000,3,983,760
7632,1,0,1289520000,3,983,826
7633,1,0,1289520000,3,983,760
7634,1,0,1289520000,3,983,749
7635,1,0,1289520000,3,983,826
7636,1,0,1289520000,3,983,693
7637,1,0,1289520000,3,983,1140
7638,1,0,1289520000,3,983,749
7639,1,0,1289779200,3,983,1032
7640,1,0,1289779200,3,983,760
7641,1,0,1289779200,3,983,1140
7642,1,0,1289779200,3,983,749
7643,1,0,1289865600,3,983,760
7644,1,0,1289865600,3,983,760
7645,1,0,1289865600,3,983,1140
7646,1,0,1289865600,3,983,826
7647,1,2,1289952000,3,983,99
7648,1,2,1289952000,3,983,-1
7649,1,2,1289952000,3,983,99
7650,1,2,1289952000,3,983,-1
7651,1,2,1289952000,3,983,99
7652,1,2,1289952000,3,983,-1
7653,1,2,1289952000,3,983,99
7654,1,2,1289952000,3,983,-1
7655,1,2,1289952000,3,983,99
7656,1,2,1289952000,3,983,-1
7657,1,2,1290384000,3,983,99
7658,1,2,1290384000,3,983,-1
7659,1,2,1290384000,3,983,99
7660,1,2,1290384000,3,983,-1
7661,1,2,1290384000,3,983,99
7662,1,2,1290384000,3,983,-1
7663,1,2,1290384000,3,983,99
7664,1,2,1290384000,3,983,-1
7665,1,2,1290384000,3,983,99
7666,1,2,1290384000,3,983,-1
7667,1,2,1290384000,3,983,99
7668,1,2,1290384000,3,983,-1
7669,1,2,1290470400,3,983,99
7670,1,2,1290470400,3,983,-1
7671,1,2,1290470400,3,983,99
7672,1,2,1290470400,3,983,-1
7673,1,2,1290470400,3,983,99
7674,1,2,1290470400,3,983,-1
7675,1,2,1290470400,3,983,99
7676,1,2,1290470400,3,983,-1
7677,1,2,1290470400,3,983,99
7678,1,2,1290470400,3,983,-1
7679,1,2,1290470400,3,983,99
7680,1,2,1290470400,3,983,-1
7681,1,2,1290470400,3,983,99
7682,1,2,1290470400,3,983,-1
7683,1,2,1291161600,3,983,99
7684,1,1,1291161600,3,983,36
7685,1,2,1291161600,3,983,-1
7686,1,2,1291161600,3,983,99
7687,1,2,1291161600,3,983,-1
7688,1,2,1291161600,3,983,99
7689,1,2,1291161600,3,983,-1
7690,1,2,1291161600,3,983,99
7691,1,2,1291161600,3,983,-1
7692,1,2,1291161600,3,983,99
7693,1,2,1291161600,3,983,-1
7694,1,2,1291161600,3,983,99
7695,1,2,1291161600,3,983,-1
7696,1,2,1291161600,3,983,99
7697,1,2,1291161600,3,983,-1
7698,1,2,1291248000,3,983,99
7699,1,2,1291248000,3,983,-1
7700,1,2,1291248000,3,983,99
7701,1,2,1291248000,3,983,-1
7702,1,2,1291248000,3,983,99
7703,1,2,1291248000,3,983,-1
7704,1,2,1291248000,3,983,99
7705,1,2,1291248000,3,983,-1
7706,1,2,1291248000,3,983,99
7707,1,2,1291248000,3,983,-1
7708,1,2,1291248000,3,983,99
7709,1,2,1291248000,3,983,-1
7710,1,2,1291248000,3,983,99
7711,1,2,1291248000,3,983,-1
7712,1,2,1292371200,3,983,99
7713,1,2,1292371200,3,983,-1
7714,1,2,1292371200,3,983,99
7715,1,2,1292371200,3,983,-1
7716,1,2,1292371200,3,983,99
7717,1,2,1292371200,3,983,-1
7718,1,2,1292371200,3,983,99
7719,1,2,1292371200,3,983,-1
7720,1,2,1292371200,3,983,99
7721,1,2,1292371200,3,983,-1
7722,1,0,1281916800,7,979,693
7723,1,0,1281916800,7,979,760
7724,1,0,1282003200,7,979,749
7725,1,0,1282089600,7,979,760
7726,1,0,1282089600,7,979,826
7727,1,0,1282089600,7,979,826
7728,1,0,1282089600,7,979,749
7729,1,0,1282176000,7,979,760
7730,1,0,1282176000,7,979,760
7731,1,0,1282262400,7,979,693
7732,1,0,1282262400,7,979,760
7733,1,1,1282262400,7,979,61
7734,1,0,1282262400,7,979,1403
7735,1,0,1282262400,7,979,693
7736,1,0,1282262400,7,979,760
7737,1,0,1282262400,7,979,760
7738,1,0,1282521600,7,979,826
7739,1,0,1282521600,7,979,693
7740,1,0,1282521600,7,979,693
7741,1,0,1282521600,7,979,826
7742,1,0,1282521600,7,979,880
7743,1,0,1282521600,7,979,760
7744,1,0,1282521600,7,979,203
7745,1,0,1282608000,7,979,760
7746,1,0,1282608000,7,979,1140
7747,1,1,1282694400,7,979,61
7748,1,0,1282694400,7,979,760
7749,1,0,1282694400,7,979,760
7750,1,0,1282694400,7,979,693
7751,1,1,1282694400,7,979,61
7752,1,0,1282780800,7,979,693
7753,1,0,1282780800,7,979,760
7754,1,0,1282780800,7,979,760
7755,1,0,1282780800,7,979,826
7756,1,0,1282780800,7,979,749
7757,1,0,1282780800,7,979,760
7758,1,0,1282780800,7,979,760
7759,1,0,1282780800,7,979,826
7760,1,0,1282780800,7,979,760
7761,1,0,1282867200,7,979,693
7762,1,0,1282867200,7,979,826
7763,1,1,1283126400,7,979,61
7764,1,1,1283126400,7,979,61
7765,1,0,1283126400,7,979,760
7766,1,0,1283126400,7,979,760
7767,1,0,1283126400,7,979,760
7768,1,0,1283126400,7,979,760
7769,1,0,1283126400,7,979,749
7770,1,0,1283126400,7,979,760
7771,1,0,1283126400,7,979,1140
7772,1,0,1283126400,7,979,760
7773,1,0,1283126400,7,979,760
7774,1,0,1283212800,7,979,693
7775,1,0,1283212800,7,979,826
7776,1,0,1283212800,7,979,749
7777,1,0,1283212800,7,979,826
7778,1,0,1283212800,7,979,1140
7779,1,0,1283212800,7,979,760
7780,1,0,1283212800,7,979,760
7781,1,0,1283212800,7,979,760
7782,1,0,1283212800,7,979,826
7783,1,0,1283299200,7,979,760
7784,1,0,1283299200,7,979,760
7785,1,0,1283299200,7,979,760
7786,1,0,1283299200,7,979,826
7787,1,0,1283299200,7,979,749
7788,1,0,1283299200,7,979,826
7789,1,0,1283299200,7,979,760
7790,1,0,1283299200,7,979,826
7791,1,0,1283299200,7,979,760
7792,1,0,1283299200,7,979,826
7793,1,0,1283385600,7,979,760
7794,1,0,1283385600,7,979,760
7795,1,0,1283385600,7,979,760
7796,1,0,1283385600,7,979,1140
7797,1,0,1283385600,7,979,760
7798,1,0,1283385600,7,979,826
7799,1,0,1283385600,7,979,760
7800,1,0,1283472000,7,979,760
7801,1,0,1283472000,7,979,760
7802,1,1,1283472000,7,979,61
7803,1,0,1283472000,7,979,826
7804,1,1,1283472000,7,979,61
7805,1,0,1283472000,7,979,826
7806,1,0,1283472000,7,979,760
7807,1,0,1283472000,7,979,760
7808,1,0,1283472000,7,979,749
7809,1,0,1283472000,7,979,760
7810,1,0,1283472000,7,979,693
7811,1,0,1283817600,7,979,826
7812,1,0,1283817600,7,979,760
7813,1,0,1283817600,7,979,760
7814,1,0,1283904000,7,979,693
7815,1,0,1283904000,7,979,826
7816,1,0,1283904000,7,979,760
7817,1,0,1283904000,7,979,760
7818,1,0,1283904000,7,979,826
7819,1,0,1283904000,7,979,760
7820,1,0,1283990400,7,979,760
7821,1,0,1283990400,7,979,760
7822,1,0,1283990400,7,979,760
7823,1,0,1284076800,7,979,826
7824,1,0,1284076800,7,979,760
7825,1,0,1284076800,7,979,693
7826,1,0,1284076800,7,979,749
7827,1,0,1284076800,7,979,693
7828,1,0,1284076800,7,979,760
7829,1,0,1284076800,7,979,693
7830,1,0,1284336000,7,979,749
7831,1,0,1284422400,7,979,1403
7832,1,0,1284422400,7,979,826
7833,1,0,1284422400,7,979,693
7834,1,0,1284422400,7,979,760
7835,1,0,1284422400,7,979,693
7836,1,0,1284422400,7,979,693
7837,1,2,1284508800,7,979,100
7838,1,2,1284508800,7,979,-1
7839,1,2,1284508800,7,979,100
7840,1,2,1284508800,7,979,-1
7841,1,2,1284508800,7,979,100
7842,1,2,1284508800,7,979,-1
7843,1,2,1284508800,7,979,100
7844,1,2,1284508800,7,979,-1
7845,1,2,1284508800,7,979,100
7846,1,2,1284508800,7,979,-1
7847,1,2,1284508800,7,979,100
7848,1,2,1284508800,7,979,-1
7849,1,2,1284940800,7,979,100
7850,1,2,1284940800,7,979,-1
7851,1,2,1284940800,7,979,100
7852,1,2,1284940800,7,979,-1
7853,1,2,1284940800,7,979,100
7854,1,2,1284940800,7,979,-1
7855,1,2,1284940800,7,979,100
7856,1,2,1284940800,7,979,-1
7857,1,2,1284940800,7,979,100
7858,1,2,1284940800,7,979,-1
7859,1,2,1285200000,7,979,100
7860,1,2,1285200000,7,979,-1
7861,1,2,1285200000,7,979,100
7862,1,2,1285200000,7,979,-1
7863,1,2,1285200000,7,979,100
7864,1,2,1285200000,7,979,-1
7865,1,2,1285200000,7,979,100
7866,1,2,1285200000,7,979,-1
7867,1,2,1285200000,7,979,100
7868,1,2,1285200000,7,979,-1
7869,1,1,1285632000,7,979,41
7870,1,2,1285718400,7,979,100
7871,1,2,1285718400,7,979,-1
7872,1,2,1285718400,7,979,100
7873,1,2,1285718400,7,979,-1
7874,1,2,1285718400,7,979,100
7875,1,2,1285718400,7,979,-1
7876,1,2,1285718400,7,979,100
7877,1,2,1285718400,7,979,-1
7878,1,2,1285718400,7,979,100
7879,1,2,1285718400,7,979,-1
7880,1,2,1285804800,7,979,100
7881,1,2,1285804800,7,979,-1
7882,1,2,1285804800,7,979,100
7883,1,2,1285804800,7,979,-1
7884,1,2,1285804800,7,979,100
7885,1,2,1285804800,7,979,-1
7886,1,2,1285804800,7,979,100
7887,1,2,1285804800,7,979,-1
7888,1,2,1285804800,7,979,100
7889,1,2,1285804800,7,979,-1
7890,1,2,1285804800,7,979,100
7891,1,2,1285804800,7,979,-1
7892,1,2,1286236800,7,979,100
7893,1,2,1286236800,7,979,-1
7894,1,2,1286236800,7,979,100
7895,1,2,1286236800,7,979,-1
7896,1,2,1286236800,7,979,100
7897,1,2,1286236800,7,979,-1
7898,1,2,1286236800,7,979,100
7899,1,2,1286236800,7,979,-1
7900,1,2,1286236800,7,979,100
7901,1,2,1286236800,7,979,-1
7902,1,2,1286236800,7,979,100
7903,1,2,1286236800,7,979,-1
7904,1,2,1286236800,7,979,100
7905,1,2,1286236800,7,979,-1
7906,1,2,1286236800,7,979,100
7907,1,2,1286236800,7,979,-1
7908,1,0,1280102400,8,273,760
7909,1,0,1280102400,8,273,826
7910,1,0,1280102400,8,273,760
7911,1,0,1280188800,8,273,880
7912,1,0,1280188800,8,273,760
7913,1,0,1280188800,8,273,749
7914,1,0,1280188800,8,273,826
7915,1,0,1280188800,8,273,749
7916,1,0,1280188800,8,273,826
7917,1,0,1280188800,8,273,693
7918,1,0,1280188800,8,273,1140
7919,1,0,1280275200,8,273,826
7920,1,0,1280361600,8,273,693
7921,1,0,1280361600,8,273,749
7922,1,0,1280361600,8,273,760
7923,1,0,1280361600,8,273,1140
7924,1,0,1280361600,8,273,693
7925,1,0,1280361600,8,273,760
7926,1,0,1280361600,8,273,749
7927,1,0,1280361600,8,273,760
7928,1,0,1280361600,8,273,826
7929,1,0,1280361600,8,273,749
7930,1,0,1280448000,8,273,1403
7931,1,0,1280448000,8,273,760
7932,1,0,1280448000,8,273,760
7933,1,0,1280448000,8,273,826
7934,1,0,1280448000,8,273,826
7935,1,0,1280707200,8,273,826
7936,1,0,1280707200,8,273,826
7937,1,1,1280707200,8,273,80
7938,1,0,1280707200,8,273,693
7939,1,0,1280707200,8,273,1403
7940,1,0,1280707200,8,273,693
7941,1,0,1280707200,8,273,760
7942,1,0,1280707200,8,273,760
7943,1,0,1280707200,8,273,826
7944,1,0,1280707200,8,273,760
7945,1,1,1280707200,8,273,80
7946,1,0,1280793600,8,273,826
7947,1,0,1280793600,8,273,749
7948,1,0,1280793600,8,273,760
7949,1,0,1280793600,8,273,1403
7950,1,0,1280793600,8,273,693
7951,1,0,1280880000,8,273,826
7952,1,1,1280966400,8,273,80
7953,1,1,1280966400,8,273,80
7954,1,0,1280966400,8,273,826
7955,1,1,1280966400,8,273,80
7956,1,0,1281052800,8,273,1140
7957,1,0,1281052800,8,273,693
7958,1,0,1281052800,8,273,760
7959,1,0,1281052800,8,273,826
7960,1,0,1281052800,8,273,693
7961,1,0,1281052800,8,273,693
7962,1,0,1281052800,8,273,760
7963,1,0,1281052800,8,273,760
7964,1,0,1281052800,8,273,760
7965,1,0,1281312000,8,273,749
7966,1,0,1281312000,8,273,409
7967,1,0,1281312000,8,273,826
7968,1,0,1281312000,8,273,760
7969,1,0,1281312000,8,273,760
7970,1,0,1281312000,8,273,760
7971,1,0,1281398400,8,273,749
7972,1,0,1281398400,8,273,760
7973,1,0,1281398400,8,273,693
7974,1,0,1281398400,8,273,1140
7975,1,1,1281398400,8,273,80
7976,1,0,1281398400,8,273,760
7977,1,0,1281398400,8,273,760
7978,1,0,1281398400,8,273,826
7979,1,1,1281398400,8,273,80
7980,1,0,1281398400,8,273,749
7981,1,1,1281484800,8,273,80
7982,1,0,1281484800,8,273,826
7983,1,1,1281484800,8,273,80
7984,1,1,1281484800,8,273,80
7985,1,0,1281571200,8,273,826
7986,1,0,1281571200,8,273,1140
7987,1,0,1281571200,8,273,760
7988,1,0,1281571200,8,273,826
7989,1,0,1281571200,8,273,749
7990,1,0,1281571200,8,273,826
7991,1,0,1281657600,8,273,760
7992,1,0,1281657600,8,273,826
7993,1,0,1281657600,8,273,760
7994,1,0,1281657600,8,273,760
7995,1,0,1281657600,8,273,693
7996,1,0,1281657600,8,273,749
7997,1,0,1281657600,8,273,749
7998,1,0,1281916800,8,273,760
7999,1,0,1281916800,8,273,749
8000,1,0,1281916800,8,273,826
8001,1,0,1282003200,8,273,760
8002,1,1,1282003200,8,273,80
8003,1,0,1282003200,8,273,693
8004,1,0,1282003200,8,273,760
8005,1,0,1282003200,8,273,826
8006,1,0,1282003200,8,273,693
8007,1,0,1282003200,8,273,826
8008,1,0,1282003200,8,273,693
8009,1,1,1282003200,8,273,80
8010,1,0,1282003200,8,273,760
8011,1,0,1282089600,8,273,1140
8012,1,1,1282089600,8,273,80
8013,1,0,1282089600,8,273,760
8014,1,0,1282089600,8,273,760
8015,1,0,1282089600,8,273,1140
8016,1,0,1282089600,8,273,749
8017,1,0,1282089600,8,273,749
8018,1,1,1282089600,8,273,80
8019,1,0,1282089600,8,273,760
8020,1,0,1282089600,8,273,760
8021,1,0,1282176000,8,273,760
8022,1,0,1282262400,8,273,826
8023,1,0,1282262400,8,273,760
8024,1,0,1282521600,8,273,760
8025,1,0,1282521600,8,273,749
8026,1,0,1282521600,8,273,826
8027,1,0,1282521600,8,273,693
8028,1,0,1282521600,8,273,826
8029,1,0,1282521600,8,273,760
8030,1,0,1282521600,8,273,693
8031,1,0,1282521600,8,273,760
8032,1,1,1282608000,8,273,80
8033,1,1,1282608000,8,273,80
8034,1,0,1282608000,8,273,760
8035,1,1,1282608000,8,273,80
8036,1,0,1282608000,8,273,693
8037,1,0,1282608000,8,273,749
8038,1,0,1282694400,8,273,693
8039,1,0,1282694400,8,273,693
8040,1,0,1282694400,8,273,826
8041,1,1,1282694400,8,273,80
8042,1,0,1282694400,8,273,749
8043,1,0,1282694400,8,273,760
8044,1,1,1282694400,8,273,80
8045,1,0,1282694400,8,273,760
8046,1,0,1282694400,8,273,826
8047,1,0,1282694400,8,273,1403
8048,1,0,1282694400,8,273,760
8049,1,2,1282780800,8,273,101
8050,1,2,1282780800,8,273,-1
8051,1,2,1282780800,8,273,101
8052,1,2,1282780800,8,273,-1
8053,1,2,1282780800,8,273,101
8054,1,2,1282780800,8,273,-1
8055,1,2,1282780800,8,273,101
8056,1,2,1282780800,8,273,-1
8057,1,2,1282780800,8,273,101
8058,1,2,1282780800,8,273,-1
8059,1,2,1282780800,8,273,101
8060,1,2,1282780800,8,273,-1
8061,1,2,1282780800,8,273,101
8062,1,2,1282780800,8,273,-1
8063,1,2,1282780800,8,273,101
8064,1,2,1282780800,8,273,-1
8065,1,2,1283212800,8,273,101
8066,1,2,1283212800,8,273,-1
8067,1,2,1283212800,8,273,101
8068,1,2,1283212800,8,273,-1
8069,1,2,1283212800,8,273,101
8070,1,2,1283212800,8,273,-1
8071,1,2,1283212800,8,273,101
8072,1,2,1283212800,8,273,-1
8073,1,2,1283212800,8,273,101
8074,1,2,1283212800,8,273,-1
8075,1,2,1283212800,8,273,101
8076,1,2,1283212800,8,273,-1
8077,1,2,1283212800,8,273,101
8078,1,2,1283212800,8,273,-1
8079,1,2,1283472000,8,273,101
8080,1,2,1283472000,8,273,-1
8081,1,2,1283472000,8,273,101
8082,1,2,1283472000,8,273,-1
8083,1,2,1283472000,8,273,101
8084,1,2,1283472000,8,273,-1
8085,1,2,1283472000,8,273,101
8086,1,2,1283472000,8,273,-1
8087,1,2,1283472000,8,273,101
8088,1,2,1283472000,8,273,-1
8089,1,2,1283472000,8,273,101
8090,1,2,1283472000,8,273,-1
8091,1,2,1283472000,8,273,101
8092,1,2,1283472000,8,273,-1
8093,1,1,1283817600,8,273,90
8094,1,2,1283990400,8,273,101
8095,1,2,1283990400,8,273,-1
8096,1,2,1283990400,8,273,101
8097,1,2,1283990400,8,273,-1
8098,1,2,1283990400,8,273,101
8099,1,2,1283990400,8,273,-1
8100,1,2,1283990400,8,273,101
8101,1,2,1283990400,8,273,-1
8102,1,2,1283990400,8,273,101
8103,1,2,1283990400,8,273,-1
8104,1,2,1284076800,8,273,101
8105,1,2,1284076800,8,273,-1
8106,1,2,1284076800,8,273,101
8107,1,2,1284076800,8,273,-1
8108,1,2,1284076800,8,273,101
8109,1,2,1284076800,8,273,-1
8110,1,2,1284076800,8,273,101
8111,1,2,1284076800,8,273,-1
8112,1,2,1284076800,8,273,101
8113,1,2,1284076800,8,273,-1
8114,1,2,1284336000,8,273,101
8115,1,2,1284336000,8,273,-1
8116,1,2,1284336000,8,273,101
8117,1,2,1284336000,8,273,-1
8118,1,2,1284336000,8,273,101
8119,1,2,1284336000,8,273,-1
8120,1,2,1284336000,8,273,101
8121,1,2,1284336000,8,273,-1
8122,1,2,1284336000,8,273,101
8123,1,2,1284336000,8,273,-1
8124,1,2,1284336000,8,273,101
8125,1,2,1284336000,8,273,-1
8126,1,2,1285200000,8,273,101
8127,1,2,1285200000,8,273,-1
8128,1,2,1285200000,8,273,101
8129,1,2,1285200000,8,273,-1
8130,1,2,1285200000,8,273,101
8131,1,2,1285200000,8,273,-1
8132,1,2,1285200000,8,273,101
8133,1,2,1285200000,8,273,-1
8134,1,2,1285200000,8,273,101
